name,url,category,description
Waardenburg syndrome type 2A,https://en.wikipedia.org/wiki/Waardenburg_syndrome_type_2A,W,"Waardenburg syndrome is a group of rare genetic conditions characterised by at least some degree of congenital hearing loss and pigmentation deficiencies, which can include bright blue eyes (or one blue eye and one brown eye), a white forelock or patches of light skin. These basic features constitute type 2 of the condition; in type 1, there is also a wider gap between the inner corners of the eyes called telecanthus, or dystopia canthorum.[1] In type 3, which is rare, the arms and hands are also malformed, with permanent finger contractures or fused fingers, while in type 4, the person also has Hirschsprung's disease.[2][3] There also exist at least two types (2E and PCWH) that can result in central nervous system (CNS) symptoms such as developmental delay and muscle tone abnormalities.[4]
"
Autoimmune hepatitis,https://en.wikipedia.org/wiki/Autoimmune_hepatitis,List of autoimmune diseases,"Autoimmune hepatitis, formerly known as lupoid hepatitis, plasma cell hepatitis, or autoimmune chronic active hepatitis, is a chronic, autoimmune disease of the liver that occurs when the body's immune system attacks liver cells, causing the liver to be inflamed. Common initial symptoms may include fatigue, nausea, muscle aches, or weight loss or signs of acute liver inflammation including fever, jaundice, and right upper quadrant abdominal pain. Individuals with autoimmune hepatitis often have no initial symptoms and the disease may be detected by abnormal liver function tests and increased protein levels during routine bloodwork or the observation of an abnormal-looking liver during abdominal surgery.[1]
"
Transplant rejection,https://en.wikipedia.org/wiki/Transplant_rejection,List of autoimmune diseases,"Transplant rejection occurs when transplanted tissue is rejected by the recipient's immune system, which destroys the transplanted tissue. Transplant rejection can be lessened by determining the molecular similitude between donor and recipient and by use of immunosuppressant drugs after transplant.[1]
"
Autoimmune polyendocrine syndrome,https://en.wikipedia.org/wiki/Autoimmune_polyendocrine_syndrome,List of autoimmune diseases,"Autoimmune polyendocrine syndromes (APSs), also called polyglandular autoimmune syndromes (PGASs)[3] or polyendocrine autoimmune syndromes (PASs), are a heterogeneous group[4] of rare diseases characterized by autoimmune activity against more than one endocrine organ, although non-endocrine organs can be affected. There are three types of APS, and there are a number of other diseases which involve endocrine autoimmunity.[2][5][6]
"
Biology,https://en.wikipedia.org/wiki/Portal:Biology,List of autoimmune diseases,.mw-parser-output .hatnote{font-style:italic}.mw-parser-output div.hatnote{padding-left:1.6em;margin-bottom:0.5em}.mw-parser-output .hatnote i{font-style:normal}.mw-parser-output .hatnote+link+.hatnote{margin-top:-0.5em}@media print{body.ns-0 .mw-parser-output .hatnote{display:none!important}}
Transfusion-associated graft-versus-host disease,https://en.wikipedia.org/wiki/Transfusion-associated_graft-versus-host_disease,List of autoimmune diseases,"Transfusion-associated graft-versus-host disease (TA-GvHD) is a rare complication of blood transfusion, in which the immunologically competent donor T lymphocytes mount an immune response against the recipient's lymphoid tissue.[1] These donor lymphocytes engraft, recognize recipient cells as foreign and mount an immune response against recipient tissues.[2] Donor lymphocytes are usually identified as foreign and destroyed by the recipient's immune system. However, in situations where the recipient is severely immunocompromised, or when the donor and recipient HLA type is similar (as can occur in directed donations from first-degree relatives), the recipient's immune system is not able to destroy the donor lymphocytes. This can result in transfusion associated graft-versus-host disease. This is in contrast with organ/tissue transplant associated GvHD, where matching HLA reduces the incident of the complication.[3]
"
Hypersensitivity pneumonitis,https://en.wikipedia.org/wiki/Hypersensitivity_pneumonitis,List of autoimmune diseases,"Hypersensitivity pneumonitis (HP) or extrinsic allergic alveolitis (EAA) is a syndrome caused by the repetitive inhalation of antigens from the environment in susceptible or sensitized people.[1][2] Common antigens include molds, bacteria, bird droppings, bird feathers, agricultural dusts, bioaerosols and chemicals from paints or plastics.[3] People affected by this type of lung inflammation (pneumonitis) are commonly exposed to the antigens by their occupations, hobbies, the environment and animals.[4][3] The inhaled antigens produce a hypersensitivity immune reaction causing inflammation of the airspaces (alveoli) and small airways (bronchioles) within the lung.[4] Hypersensitivity pneumonitis may eventually lead to interstitial lung disease.[5]
"
Latex allergy,https://en.wikipedia.org/wiki/Latex_allergy,List of autoimmune diseases,"Latex allergy is a medical term encompassing a range of allergic reactions to the proteins present in natural rubber latex.[1]  It generally develops after repeated exposure to products containing natural rubber latex. When latex-containing medical devices or supplies come in contact with mucous membranes, the membranes may absorb latex proteins. In some susceptible people, the immune system produces antibodies that react immunologically with these antigenic proteins.[2]  Many items contain or are made from natural rubber, including shoe soles, pen grips, hot water bottles, elastic bands, rubber gloves, condoms, baby-bottle nipples, and balloons; consequently, there are many possible routes of exposure that may trigger a reaction. People with latex allergies may also have or develop allergic reactions to some fruits, such as bananas.[3]
"
Mantoux test,https://en.wikipedia.org/wiki/Mantoux_test,List of autoimmune diseases,"The Mantoux test or Mendel–Mantoux test (also known as the Mantoux screening test, tuberculin sensitivity test, Pirquet test, or PPD test for purified protein derivative) is a tool for screening for tuberculosis (TB) and for tuberculosis diagnosis. It is one of the major tuberculin skin tests used around the world, largely replacing multiple-puncture tests such as the tine test. The Heaf test, a form of tine test, was used until 2005 in the UK, when it was replaced by the Mantoux test. The Mantoux test is endorsed by the American Thoracic Society and Centers for Disease Control and Prevention. It was also used in the USSR and is now prevalent in most of the post-Soviet states, although Soviet mantoux produced many false positives due to children's allergic reaction.[1]
"
Allergic contact dermatitis,https://en.wikipedia.org/wiki/Allergic_contact_dermatitis,List of autoimmune diseases,"Allergic contact dermatitis (ACD) is a form of contact dermatitis that is the manifestation of an allergic response caused by contact with a substance; the other type being irritant contact dermatitis (ICD).
"
Post-streptococcal glomerulonephritis,https://en.wikipedia.org/wiki/Acute_proliferative_glomerulonephritis,List of autoimmune diseases,"Acute proliferative glomerulonephritis is a disorder of the small blood vessels of the kidney. It is a common complication of bacterial infections, typically skin infection by Streptococcus bacteria types 12, 4 and 1 (impetigo) but also after streptococcal pharyngitis, for which it is also known as postinfectious glomerulonephritis (PIGN) or poststreptococcal glomerulonephritis (PSGN).[4] It can be a risk factor for future albuminuria.[5] In adults, the signs and symptoms of infection may still be present at the time when the kidney problems develop, and the terms infection-related glomerulonephritis or bacterial infection-related glomerulonephritis are also used.[6] Acute glomerulonephritis resulted in 19,000 deaths in 2013, down from 24,000 deaths in 1990 worldwide.[7]
"
Pemphigus vulgaris,https://en.wikipedia.org/wiki/Pemphigus_vulgaris,List of autoimmune diseases,"Pemphigus vulgaris is a rare chronic blistering skin disease and the most common form of pemphigus. Pemphigus was derived from the Greek word pemphix, meaning blister.[1] It is classified as a type II hypersensitivity reaction in which antibodies are formed against desmosomes, components of the skin that function to keep certain layers of skin bound to each other.  As desmosomes are attacked, the layers of skin separate and the clinical picture resembles a blister. These blisters are due to acantholysis, or breaking apart of intercellular connections through an autoantibody-mediated response.[2] Over time the condition inevitably progresses without treatment: lesions increase in size and distribution throughout the body, behaving physiologically like a severe burn.
"
Hypersensitivity vasculitis,https://en.wikipedia.org/wiki/Cutaneous_small-vessel_vasculitis,List of autoimmune diseases,"Cutaneous small-vessel vasculitis (CSVV) is inflammation of small blood vessels, usually accompanied by small lumps beneath the skin.[1]: 831 [2] The condition is also known as hypersensitivity vasculitis, cutaneous leukocytoclastic vasculitis, hypersensitivity angiitis, cutaneous leukocytoclastic angiitis, cutaneous necrotizing vasculitis and cutaneous necrotizing venulitis,[3]
"
Subacute bacterial endocarditis,https://en.wikipedia.org/wiki/Subacute_bacterial_endocarditis,List of autoimmune diseases,"Subacute bacterial endocarditis, abbreviated SBE, is a type of endocarditis (more specifically, infective endocarditis).[5] Subacute bacterial endocarditis can be considered a form of type III hypersensitivity.[6]
"
Goodpasture syndrome,https://en.wikipedia.org/wiki/Goodpasture_syndrome,List of autoimmune diseases,"Goodpasture syndrome (GPS), also known as anti–glomerular basement membrane disease,  is a rare autoimmune disease in which antibodies attack the basement membrane in lungs and kidneys, leading to bleeding from the lungs, glomerulonephritis,[1] and kidney failure.[2] It is thought to attack the alpha-3 subunit of type IV collagen, which has therefore been referred to as Goodpasture's antigen.[3] Goodpasture syndrome may quickly result in permanent lung and kidney damage, often leading to death. It is treated with medications that suppress the immune system such as corticosteroids and cyclophosphamide, and with plasmapheresis, in which the antibodies are removed from the blood. Due to the GPS's rapid progression, the significant difficulty of treating the disease is identifying it early and making the appropriate response before severe damage occurs to the kidneys and or lungs. Consequently, the standard treatment plan of corticosteroids, cyclophosphamide, and plasmapheresis is vigorous and fast-acting, including high plasma volume exchange and an intensive dose of corticosteroid and cyclophosphamide based on the patient's body weight in kilograms. [4]
"
Postorgasmic illness syndrome,https://en.wikipedia.org/wiki/Postorgasmic_illness_syndrome,List of autoimmune diseases,"Postorgasmic illness syndrome (POIS) is a syndrome involving chronic physical and cognitive symptoms following orgasm.[1] The symptoms usually onset within seconds, minutes, or hours, and last for up to a week.[1] The cause and prevalence are unknown;[2] it is considered a rare disease.[3] It typically affects men but in rare instances can affect women.[1]
"
Arthus reaction,https://en.wikipedia.org/wiki/Arthus_reaction,List of autoimmune diseases,"In immunology, the Arthus reaction (/ˌɑːrˈtjuːs/) is a type of local type III hypersensitivity reaction.  Type III hypersensitivity reactions are immune complex-mediated, and involve the deposition of antigen/antibody complexes mainly in the vascular walls, serosa (pleura, pericardium, synovium), and glomeruli. This reaction is usually encountered in experimental settings following the injection of antigens.
"
Bullous pemphigoid,https://en.wikipedia.org/wiki/Bullous_pemphigoid,List of autoimmune diseases,"Bullous pemphigoid (a type of pemphigoid) is an autoimmune pruritic skin disease that typically occurs in people aged over 60, that may involve the formation of blisters (bullae) in the space between the epidermal and dermal skin layers. It is classified as a type II hypersensitivity reaction, which involves formation of anti-hemidesmosome antibodies, causing a loss of keratinocytes to basement membrane adhesion.
"
Lupus,https://en.wikipedia.org/wiki/Lupus,List of autoimmune diseases,"

"
Autoimmune hemolytic anemia,https://en.wikipedia.org/wiki/Autoimmune_hemolytic_anemia,List of autoimmune diseases,"Autoimmune hemolytic anemia (AIHA) occurs when a person's immune system produces antibodies directed against their own red blood cells (RBCs). These antibodies attach to red cells, causing them to break down (lyse), and reducing the number of oxygen-carrying red blood cells in circulation (anemia).[1][2] The antibodies are usually directed against common red cell antigens, therefore they also bind to allogenic or transfused red cells and cause them to lyse. (ref).[3][4][5] Autoimmune haemolytic anaemia can be caused by different types of antibodies with reactivity at different temperatures. The one caused by IgG antibodies is called warm-immune haemolytic anaemia and has an incidence of 5-10 cases per million whereas ‘cold agglutinin disease’ is caused by IgM antibodies with an incidence of 1-1.8 cases per million.
"
IgG,https://en.wikipedia.org/wiki/Immunoglobulin_G,List of autoimmune diseases,"Immunoglobulin G (IgG) is a type of antibody. Representing approximately 75% of serum antibodies in humans, IgG is the most common type of antibody found in blood circulation.[1] IgG molecules are created and released by plasma B cells. Each IgG antibody has two paratopes.
"
Immune thrombocytopenic purpura,https://en.wikipedia.org/wiki/Immune_thrombocytopenic_purpura,List of autoimmune diseases,"Immune thrombocytopenic purpura (ITP), also known as idiopathic thrombocytopenic purpura or immune thrombocytopenia, is an autoimmune primary disorder of hemostasis characterized by a low platelet count in the absence of other causes.[1][2] ITP often results in an increased risk of bleeding from mucosal surfaces (such as the nose or gums) or the skin (causing purpura and bruises).[1] Depending on which age group is affected, ITP causes two distinct clinical syndromes: an acute form observed in children and a chronic form in adults. Acute ITP often follows a viral infection and is typically self-limited (resolving within two months), while the more chronic form (persisting for longer than six months) does not yet have a specific identified cause. Nevertheless, the pathogenesis of ITP is similar in both syndromes involving antibodies against various platelet surface antigens such as glycoproteins.   
"
Wheat,https://en.wikipedia.org/wiki/Wheat_allergy,List of autoimmune diseases,"Wheat allergy is an allergy to wheat that typically presents as a food allergy, but can also be a contact allergy resulting from occupational exposure. The exact mechanism of this allergy is not yet clear. Wheat allergy may be immunoglobulin E-mediated or not,[1] and may involve a mast cell response.[2]  Wheat allergy is rare—its prevalence in adults was estimated to be 0.21% in a 2012 study in Japan.[3]
"
Autoimmune urticaria,https://en.wikipedia.org/wiki/Autoimmune_urticaria,List of autoimmune diseases,"Autoimmune urticaria, also known as chronic autoimmune urticaria, is a type of chronic urticaria characterized by the presence of autoantibodies in the patient's immune system that target the body's own mast cells, leading to episodes of hives (urticaria).[2][3] This immunologically distinct type of urticaria is considered autoimmune because the immune system, which normally protects the body from foreign organisms, mistakenly attacks the body's own cells, causing inflammation and other symptoms.[4]
"
IgM,https://en.wikipedia.org/wiki/Immunoglobulin_M,List of autoimmune diseases,"Immunoglobulin M (IgM) is the largest of several isotypes of antibodies (also known as immunoglobulin) that are produced by vertebrates. IgM is the first antibody to appear in the response to initial exposure to an antigen;[1][2] causing it to also be called an acute phase antibody. In humans and other mammals that have been studied, plasmablasts in the spleen are the main source of specific IgM production.[3][4]
"
Penicillin allergy,https://en.wikipedia.org/wiki/Side_effects_of_penicillin,List of autoimmune diseases,"
The side effects of penicillin are bodily responses to penicillin and closely related antibiotics that do not relate directly to its effect on bacteria. A side effect is an effect that is not intended with normal dosing.[1]  Some of these reactions are visible and some occur in the body's organs or blood. Penicillins are a widely used group of medications that are effective for the treatment of a wide variety of bacterial infections in human adults and children as well as other species. Some side effects are predictable, of which some are common but not serious, some are uncommon and serious and others are rare.[2] The route of administration of penicillin can have an effect on the development of side effects. An example of this is irritation and inflammation that develops at a peripheral infusion site when penicillin is administered intravenously. In addition, penicillin is available in different forms. There are different penicillin medications (penicillin G benzathine, penicillin G potassium, Penicillin G sodium, penicillin G procaine, and penicillin V)[3] as well as a number of β-lactam antibiotics derived from penicillin (e.g. amoxicillin).
"
Tree nut,https://en.wikipedia.org/wiki/Tree_nut_allergy,List of autoimmune diseases,"A tree nut allergy is a hypersensitivity to dietary substances from tree nuts and edible tree seeds causing an overreaction of the immune system which may lead to severe physical symptoms. Tree nuts include almonds, Brazil nuts, cashews, chestnuts, filberts/hazelnuts, macadamia nuts, pecans, pistachios,[1] shea nuts and walnuts.[note 1]
"
Soy,https://en.wikipedia.org/wiki/Soy_allergy,List of autoimmune diseases,"
"
Egg,https://en.wikipedia.org/wiki/Egg_allergy,List of autoimmune diseases,"
"
Milk,https://en.wikipedia.org/wiki/Milk_allergy,List of autoimmune diseases,"
"
Allergic rhinitis,https://en.wikipedia.org/wiki/Allergic_rhinitis,List of autoimmune diseases,"
"
Seafood,https://en.wikipedia.org/wiki/Seafood_allergy,List of autoimmune diseases,"
"
Anaphylaxis,https://en.wikipedia.org/wiki/Anaphylaxis,List of autoimmune diseases,"Anaphylaxis (Greek: ana- 'up' + phylaxis 'guarding') is a serious, potentially fatal allergic reaction and medical emergency that is rapid in onset and requires immediate medical attention regardless of the use of emergency medication on site.[4][5] It typically causes more than one of the following: an itchy rash, throat closing due to swelling that can obstruct or stop breathing; severe tongue swelling that can also interfere with or stop breathing; shortness of breath, vomiting, lightheadedness, loss of consciousness, low blood pressure, and medical shock.[6][1] 
"
t,https://en.wikipedia.org/wiki/Template_talk:Hypersensitivity_disease_by_cause,List of autoimmune diseases,
Allergic urticaria,https://en.wikipedia.org/wiki/Allergic_urticaria,List of autoimmune diseases,"Hives, also known as urticaria, is a kind of skin rash with red and/or flesh-colored, raised, itchy bumps.[1] Hives may burn or sting.[2] The patches of rash may appear on different body parts,[2] with variable duration from minutes to days, and typically do not leave any long-lasting skin change.[2] Fewer than 5% of cases last for more than six weeks (a condition known as chronic urticaria).[2] The condition frequently recurs.[2][4]
"
Food allergy,https://en.wikipedia.org/wiki/Food_allergy,List of autoimmune diseases,"
"
Allergic asthma,https://en.wikipedia.org/wiki/Allergic_asthma,List of autoimmune diseases,"


"
Atopic dermatitis,https://en.wikipedia.org/wiki/Atopic_dermatitis,List of autoimmune diseases,"

"
Zlotogora syndrome,https://en.wikipedia.org/wiki/Zlotogora_syndrome,Z,"Rosselli–Gulienetti syndrome,[2] also known as Zlotogora–Ogur syndrome[3] and Bowen–Armstrong syndrome,[4] is a type of congenital ectodermal dysplasia syndrome. The syndrome is relatively rare[5] and has only been described in a few cases.
"
Zinc toxicity,https://en.wikipedia.org/wiki/Zinc_toxicity,Z,"Zinc toxicity is a medical condition involving an overdose on, or toxic overexposure to, zinc. Such toxicity levels have been seen to occur at ingestion of greater than 50 mg of zinc.[1][unreliable medical source?] Excessive absorption of zinc can suppress copper and iron absorption. The free zinc ion in solution is highly toxic to bacteria, plants, invertebrates, and even vertebrate fish.[2][3][4] Zinc is an essential trace metal with very low toxicity in humans.[1][5]
"
Autoimmunity,https://en.wikipedia.org/wiki/Autoimmunity,List of autoimmune diseases,"In immunology, autoimmunity is the system of immune responses of an organism against its own healthy cells, tissues and other normal body constituents.[1][2] Any disease resulting from this type of immune response is termed an ""autoimmune disease"". Prominent examples include celiac disease, diabetes mellitus type 1, Henoch–Schönlein purpura, systemic lupus erythematosus, Sjögren syndrome, eosinophilic granulomatosis with polyangiitis, Hashimoto's thyroiditis, Graves' disease, idiopathic thrombocytopenic purpura, Addison's disease, rheumatoid arthritis, ankylosing spondylitis, polymyositis, dermatomyositis, and multiple sclerosis. Autoimmune diseases are very often treated with steroids.[3]
"
Zimmerman–Laband syndrome,https://en.wikipedia.org/wiki/Zimmerman%E2%80%93Laband_syndrome,Z,"Zimmermann–Laband syndrome (ZLS)[3] is two different conditions (ZLS, type 1 and ZLS, type 2) that share similar clinical features. It is an extremely rare,[4] autosomal dominant[5] congenital disorder.
"
Zenker's diverticulum,https://en.wikipedia.org/wiki/Zenker%27s_diverticulum,Z,"A Zenker's diverticulum, also pharyngeal pouch, is a diverticulum of the mucosa of the human pharynx, just above the cricopharyngeal muscle (i.e. above the upper sphincter of the esophagus). It is a pseudo diverticulum or false diverticulum (only involving the mucosa and submucosa of the esophageal wall, not the adventitia), also known as a pulsion diverticulum.
"
Primary immunodeficiency,https://en.wikipedia.org/wiki/Primary_immunodeficiency,List of autoimmune diseases,"Primary immunodeficiencies are disorders in which part of the body's immune system is missing or does not function normally.[1] To be considered a primary immunodeficiency (PID), the immune deficiency must be inborn, not caused by secondary factors such as other disease, drug treatment, or environmental exposure to toxins. Most primary immunodeficiencies are genetic disorders; the majority are diagnosed in children under the age of one, although milder forms may not be recognized until adulthood. While there are over 430 recognized inborn errors of immunity (IEIs) as of 2019, the vast majority of which are PIDs, most are very rare.[2][3][4]  About 1 in 500 people in the United States are born with a primary immunodeficiency.[5]  Immune deficiencies can result in persistent or recurring infections, auto-inflammatory disorders, tumors, and disorders of various organs.  There are currently limited treatments available for these conditions; most are specific to a particular type of PID. Research is currently evaluating the use of stem cell transplants (HSCT) and experimental gene therapies as avenues for treatment in limited subsets of PIDs.
"
Zieve's syndrome,https://en.wikipedia.org/wiki/Zieve%27s_syndrome,Z,"Zieve's syndrome is an acute metabolic condition that can occur during withdrawal from prolonged heavy alcohol use. It is defined by hemolytic anemia (with spur cells and acanthocytes), hyperlipoproteinemia (excessive blood lipoprotein), jaundice (elevation of unconjugated bilirubin), and abdominal pain.[1] The underlying cause is liver delipidization. This is distinct from alcoholic hepatitis which, however, may present simultaneously or develop later.[citation needed]
"
Autoantibody,https://en.wikipedia.org/wiki/Autoantibody,List of autoimmune diseases,"An autoantibody is an antibody (a type of protein) produced by the immune system that is directed against one or more of the individual's own proteins. Many autoimmune diseases (notably lupus erythematosus) are associated with such antibodies.
"
Zechi-Ceide syndrome,https://en.wikipedia.org/wiki/Zechi-Ceide_syndrome,Z,"Zeichi-Ceide syndrome is a rare disease discovered in 2007. It is named after its discoverer, R.M. Zeichi-Ceide, who observed three siblings born of consanguineous parents with distinctive characteristics, including facial anomalies, large feet, mental deficiency, and occipital atretic cephalocele. The investigators suspected the symptoms were caused by autosomal recessive inheritance.[1]
"
Zamzam–Sheriff–Phillips syndrome,https://en.wikipedia.org/wiki/Zamzam%E2%80%93Sheriff%E2%80%93Phillips_syndrome,Z,"Zamzam–Sheriff–Phillips syndrome is a rare[1] autosomal recessive congenital disorder. It is characterized by aniridia, ectopia lentis, abnormal upper incisors and intellectual disability.[2] Little research has been undertaken regarding this particular disease, so thus far there is no known gene that affects this condition. However it has been hypothesised that the symptoms described are found at a particular gene, though intellectual disability is believed to be due to a different genetic cause.
"
Zinc deficiency,https://en.wikipedia.org/wiki/Zinc_deficiency,Z,"
"
Zadik–Barak–Levin syndrome,https://en.wikipedia.org/wiki/Zadik%E2%80%93Barak%E2%80%93Levin_syndrome,Z,"Zadik–Barak–Levin syndrome (ZBLS) is a congenital disorder in humans. Presenting conditions include primary hypothyroidism, cleft palate, hypodontia, and ectodermal dysplasia. It is the result of an embryonic defect in the mesodermal-ectodermal midline development.
"
ZAP70 deficiency,https://en.wikipedia.org/wiki/ZAP70_deficiency,Z,"ZAP70 deficiency, or ZAP70 deficient SCID,[1] is a rare autosomal recessive form of severe combined immunodeficiency (SCID) resulting in a lack of CD8+ T cells.[2] People with this disease lack the capability to fight infections, and it is fatal if untreated.
"
Yusho disease,https://en.wikipedia.org/wiki/Yusho_disease,Y,"Yushō disease (油症, lit. 'oil symptoms') was a mass poisoning by polychlorinated biphenyls (PCBs) which occurred in northern Kyūshū, Japan, in 1968.[1][2][3] In January 1968, rice bran oil produced by Kanemi Company in Kyushu was contaminated with PCBs and polychlorinated dibenzofurans (PCDFs) during production. For deodorization, the oil was heated using PCB as the heating medium, circulating through pipes. Due to holes in the pipes, the PCB leaked into the rice bran oil. The contaminated rice bran oil was then sold to poultry farmers for use as a feed supplement and to consumers for use in cooking.[4] In February to March 1968, farmers started reporting that their poultry were dying due to apparent difficulty in breathing; altogether 400,000 birds died.[4] About 14,000 people who had consumed the contaminated rice oil were affected in Japan.[4] More than 500 died.[5] Common symptoms included dermal and ocular lesions, and a lowered immune response.[1][2][6] Other symptoms included fatigue, headache, cough, and unusual skin sores.[7] Additionally, in children, there were reports of poor cognitive development.[1][6][7]
"
Young Simpson syndrome,https://en.wikipedia.org/wiki/Young_Simpson_syndrome,Y,"Young–Simpson syndrome (YSS) is a rare congenital disorder with symptoms including hypothyroidism, heart defects, facial dysmorphism, cryptorchidism in males, hypotonia, intellectual disability, and postnatal growth retardation.[1][2]
"
Young McKeever Squier syndrome,https://en.wikipedia.org/wiki/Young_McKeever_Squier_syndrome,Y,"Pontocerebellar hypoplasia (PCH) is a heterogeneous group of rare neurodegenerative disorders caused by genetic mutations and characterised by progressive atrophy of various parts of the brain such as the cerebellum or brainstem (particularly the pons).[1] Where known, these disorders are inherited in an autosomal recessive fashion. There is no known cure for PCH.[2]
"
Yim–Ebbin syndrome,https://en.wikipedia.org/wiki/Yim%E2%80%93Ebbin_syndrome,Y,"Brachial amelia, cleft lip, and holoprosencephaly, or Yim–Ebbin syndrome,[1] is a very rare multi-systemic genetic disorder which is characterized by brachial amelia  (mainly that affecting the upper limbs) cleft lip, and forebrain defects such as holoprosencephaly.[2][3] Approximately five cases of this disorder have been described in medical literature.[4]
"
Young–Madders syndrome,https://en.wikipedia.org/wiki/Young%E2%80%93Madders_syndrome,Y,"Young–Madders syndrome, alternatively known as pseudotrisomy 13 syndrome or holoprosencephaly–polydactyly syndrome, is a genetic disorder resulting from defective and duplicated chromosomes which result in  holoprosencephaly, polydactyly, facial malformations and intellectual disability, with a significant variance in the severity of symptoms being seen across known cases.[1] Many cases often suffer with several other genetic disorders, and some have presented with hypoplasia, cleft lip, cardiac lesions and other heart defects. In one case in 1991 and another in 2000 the condition was found in siblings who were the product of incest. Many cases are diagnosed prenatally and often in siblings.[1] Cases are almost fatal in the prenatal stage with babies being stillborn.
"
Yunis–Varon syndrome,https://en.wikipedia.org/wiki/Yunis%E2%80%93Varon_syndrome,Y,"Yunis–Varon syndrome (YVS), also called cleidocranial dysplasia with micrognathia or absent thumbs and distal aphalangia,[1][2] is an extremely rare[3] autosomal recessive[4] multisystem congenital disorder[5] which affects the skeletal system, ectodermal tissue, heart and respiratory system. It was first described by Emilio Yunis and Humberto Váron from the National University of Colombia.
"
Young syndrome,https://en.wikipedia.org/wiki/Young_syndrome,Y,"Young's syndrome, also known as azoospermia sinopulmonary infections, sinusitis-infertility syndrome and Barry-Perkins-Young syndrome, is a rare condition that encompasses a combination of syndromes such as bronchiectasis, rhinosinusitis and reduced male fertility.[1][2][3] In individuals with this syndrome the functioning of the lungs is usually normal but the mucus is abnormally viscous. The reduced fertility (obstructive azoospermia) is due to functional obstruction of sperm transport down the genital tract at the epididymis, where the sperm is found in viscous, lipid-rich fluid.[3][4] The syndrome was named after Donald Young,[5] the urologist who first made observations of the clinical signs of the syndrome in 1972.[6] Possible causes include genetics, and exposure to mercury during childhood, but the cause is unknown.[2]
"
Yemenite deaf-blind hypopigmentation syndrome,https://en.wikipedia.org/wiki/Yemenite_deaf-blind_hypopigmentation_syndrome,Y,"Yemenite deaf-blind hypopigmentation syndrome is a condition caused by a mutation on the SRY-related HMG-box gene 10[2] (not SOX10).[3]
"
Yellow nail syndrome,https://en.wikipedia.org/wiki/Yellow_nail_syndrome,Y,"Yellow nail syndrome, also known as ""primary lymphedema associated with yellow nails and pleural effusion"",[1]: 849  is a very rare medical syndrome that includes pleural effusions, lymphedema (due to under development of the lymphatic vessels) and yellow dystrophic nails.[2] Approximately 40% will also have bronchiectasis. It is also associated with chronic sinusitis and persistent coughing.  It usually affects adults.[3][4]: 665 [5]
"
Yolk sac tumor,https://en.wikipedia.org/wiki/Yolk_sac_tumor,Y,"Endodermal sinus tumor (EST) is a member of the germ cell tumor group of cancers.[1] It is the most common testicular tumor in children under three,[2] and is also known as infantile embryonal carcinoma and yolk sac tumor. This age group has a very good prognosis. In contrast to the pure form typical of infants, adult endodermal sinus tumors are often found in combination with other kinds of germ cell tumor, particularly teratoma and embryonal carcinoma. While pure teratoma is usually benign, endodermal sinus tumor is malignant.
"
Y chromosome deletions,https://en.wikipedia.org/wiki/Y_chromosome_deletions,Y,"Y chromosome microdeletion (YCM) is a family of genetic disorders caused by missing genes in the Y chromosome. Many men with YCM exhibit no symptoms and lead normal lives. It is present in a significant number of men with reduced fertility.[1] Reduced sperm production varies from oligozoospermia, significant lack of sperm, or azoospermia, complete lack of sperm.
"
Yeast infection,https://en.wikipedia.org/wiki/Yeast_infection,Y,"
"
Pectinate line,https://en.wikipedia.org/wiki/Pectinate_line,List of intestinal diseases,"The pectinate line (dentate line) is a line which divides the upper two-thirds and lower third of the anal canal.  Developmentally, this line represents the hindgut-proctodeum junction.
"
Anal valves,https://en.wikipedia.org/wiki/Anal_valves,List of intestinal diseases,"An anal valve is a small horizontal fold uniting the inferior ends of any two adjacent anal columns of the anal canal. An anal valve forms the inferior boundary of an anal sinus. The anal valves demarcate the level of the pectinate line.[1]
"
Anal sinuses,https://en.wikipedia.org/wiki/Anal_sinuses,List of intestinal diseases,"An anal sinus (rectal sinus) is a furrow formed between any two adjacent anal columns of the anal canal. An anal sinus is limited inferiorly by an anal valve (which unites the inferior ends of a pair of adjacent anal columns). The anal glands open into the anal sinuses.[1]
"
Anal columns,https://en.wikipedia.org/wiki/Anal_columns,List of intestinal diseases,"Anal columns (Columns of Morgagni or less commonly Morgagni's columns) are a number of vertical folds, produced by an infolding of the mucous membrane and some of the muscular tissue in the upper half of the lumen of the anal canal. They are named after Giovanni Battista Morgagni, who has several other eponyms named after him.
"
External anal sphincter,https://en.wikipedia.org/wiki/External_anal_sphincter,List of intestinal diseases,"The external anal sphincter (or sphincter ani externus) is an oval tube of skeletal muscle fibers.[1] Distally, it is adherent to the skin surrounding the margin of the anus.[2] It exhibits a resting state of tonical contraction[1] and also contracts during the bulbospongiosus reflex.[3][4][5][6]
"
Intersphincteric groove,https://en.wikipedia.org/wiki/Intersphincteric_groove,List of intestinal diseases,"The anocutaneous line, also called the Hilton white line or intersphincteric groove, is a boundary in the anal canal.[1]
"
Internal anal sphincter,https://en.wikipedia.org/wiki/Internal_anal_sphincter,List of intestinal diseases,"The internal anal sphincter, IAS, or sphincter ani internus is a ring of smooth muscle that surrounds about 2.5–4.0 cm of the anal canal. It is about 5 mm thick, and is formed by an aggregation of the smooth (involuntary) circular muscle fibers of the rectum. [citation needed]
"
